County FIPS	County Name	Industry	Industry Title	Year	Average Employment	Total Wages	Average Weekly Wages	Average Annual Wages	
093	Schenectady	03	Construction	1991	3494	109571488	603.03	31358	
093	Schenectady	03	Construction	1992	2834	82234720	557.96	29014	
093	Schenectady	03	Construction	1993	2767	79896153	555.21	28871	
093	Schenectady	03	Construction	1994	3107	90742343	561.60	29203	
093	Schenectady	03	Construction	1995	2859	86064676	578.91	30103	
093	Schenectady	03	Construction	1996	2723	83500782	589.75	30667	
093	Schenectady	03	Construction	1997	2719	89887472	635.69	33056	
093	Schenectady	03	Construction	1998	2989	105852270	681.13	35419	
093	Schenectady	03	Construction	1999	3190	111481197	672.06	34947	
093	Schenectady	03	Construction	2000	3448	124795684	696.00	36192	
093	Schenectady	04	Manufacturing	1975	24077	333555532	266.42	13854	
093	Schenectady	04	Manufacturing	1976	23773	367296978	297.12	15450	
093	Schenectady	04	Manufacturing	1977	24077	400703886	320.05	16642	
093	Schenectady	04	Manufacturing	1978	23387	424075818	348.71	18133	
093	Schenectady	04	Manufacturing	1979	21994	429234600	375.30	19516	
093	Schenectady	04	Manufacturing	1980	21218	457791920	414.93	21576	
093	Schenectady	04	Manufacturing	1981	20548	489382410	458.00	23816	
093	Schenectady	04	Manufacturing	1982	18423	480719529	501.79	26093	
093	Schenectady	04	Manufacturing	1983	16508	465383747	542.14	28191	
093	Schenectady	04	Manufacturing	1984	15177	457813691	580.08	30164	
093	Schenectady	04	Manufacturing	1985	15027	471453267	603.35	31374	
093	Schenectady	04	Manufacturing	1986	14554	472281958	624.06	32451	
093	Schenectady	04	Manufacturing	1987	11976	413076920	663.32	34493	
093	Schenectady	04	Manufacturing	1988	10847	384557184	681.80	35454	
093	Schenectady	04	Manufacturing	1989	11178	433735774	746.23	38804	
093	Schenectady	04	Manufacturing	1990	11621	477746495	790.56	41109	
093	Schenectady	04	Manufacturing	1991	12490	535270983	824.14	42855	
093	Schenectady	04	Manufacturing	1992	12402	573198622	888.84	46219	
093	Schenectady	04	Manufacturing	1993	12486	576632386	888.12	46182	
093	Schenectady	04	Manufacturing	1994	12117	579115392	919.11	47794	
093	Schenectady	04	Manufacturing	1995	10898	547918121	966.90	50279	
093	Schenectady	04	Manufacturing	1996	9978	529181403	1019.87	53033	
093	Schenectady	04	Manufacturing	1997	9500	545171097	1103.59	57387	
093	Schenectady	04	Manufacturing	1998	9397	548811037	1123.10	58401	
093	Schenectady	04	Manufacturing	1999	9038	562963365	1197.81	62286	
093	Schenectady	04	Manufacturing	2000	9087	626425502	1325.65	68934	
093	Schenectady	05	Transportation & Public Utilities	1975	2302	28853361	241.06	12535	
093	Schenectady	05	Transportation & Public Utilities	1976	2231	31060184	267.71	13921	
093	Schenectady	05	Transportation & Public Utilities	1977	2252	32810080	280.21	14571	
093	Schenectady	05	Transportation & Public Utilities	1978	2223	35291547	305.32	15877	
093	Schenectady	05	Transportation & Public Utilities	1979	2335	38975903	321.02	16693	
093	Schenectady	05	Transportation & Public Utilities	1980	2378	42295813	342.03	17786	
093	Schenectady	05	Transportation & Public Utilities	1981	2529	49233813	374.37	19467	
093	Schenectady	05	Transportation & Public Utilities	1982	2480	52961951	410.64	21353	
093	Schenectady	05	Transportation & Public Utilities	1983	2465	56271731	439.04	22830	
093	Schenectady	05	Transportation & Public Utilities	1984	2464	53719465	419.31	21804	
093	Schenectady	05	Transportation & Public Utilities	1985	2518	56900035	434.56	22597	
093	Schenectady	05	Transportation & Public Utilities	1986	2561	61061967	458.58	23846	
093	Schenectady	05	Transportation & Public Utilities	1987	2446	64131038	504.22	26220	
093	Schenectady	05	Transportation & Public Utilities	1988	2315	64299539	534.04	27770	
093	Schenectady	05	Transportation & Public Utilities	1989	2304	63368693	528.94	27505	
093	Schenectady	05	Transportation & Public Utilities	1990	2113	63858317	581.09	30217	
093	Schenectady	05	Transportation & Public Utilities	1991	2078	61295781	567.26	29497	
093	Schenectady	05	Transportation & Public Utilities	1992	2187	71350466	627.50	32630	
093	Schenectady	05	Transportation & Public Utilities	1993	2190	72550267	637.15	33132	
093	Schenectady	05	Transportation & Public Utilities	1994	2218	76612375	664.38	34548	
093	Schenectady	05	Transportation & Public Utilities	1995	2089	69567927	640.35	33298	
093	Schenectady	05	Transportation & Public Utilities	1996	1960	70188700	688.69	35812	
093	Schenectady	05	Transportation & Public Utilities	1997	1999	70326321	676.61	35184	
093	Schenectady	05	Transportation & Public Utilities	1998	2078	79879626	739.09	38433	
093	Schenectady	05	Transportation & Public Utilities	1999	2135	82731147	745.05	38742	
093	Schenectady	05	Transportation & Public Utilities	2000	2333	96839668	798.10	41501	
093	Schenectady	06	Wholesale Trade	1975	3489	47934014	264.20	13738	
093	Schenectady	06	Wholesale Trade	1976	3278	48447717	284.24	14780	
093	Schenectady	06	Wholesale Trade	1977	3421	54779749	307.91	16011	
093	Schenectady	06	Wholesale Trade	1978	3681	63176429	330.04	17162	
093	Schenectady	06	Wholesale Trade	1979	3855	72577761	362.07	18828	
093	Schenectady	06	Wholesale Trade	1980	3672	76388634	400.07	20803	
093	Schenectady	06	Wholesale Trade	1981	3715	87521348	453.11	23562	
093	Schenectady	06	Wholesale Trade	1982	3658	91853747	482.88	25110	
093	Schenectady	06	Wholesale Trade	1983	3317	87736135	508.65	26450	
093	Schenectady	06	Wholesale Trade	1984	3281	91477750	536.17	27881	
093	Schenectady	06	Wholesale Trade	1985	3323	94710862	548.19	28506	
093	Schenectady	06	Wholesale Trade	1986	3343	97658092	561.71	29209	
093	Schenectady	06	Wholesale Trade	1987	3575	106228376	571.39	29712	
093	Schenectady	06	Wholesale Trade	1988	3508	109717074	601.39	31273	
093	Schenectady	06	Wholesale Trade	1989	3249	103510759	612.62	31856	
093	Schenectady	06	Wholesale Trade	1990	3405	112535358	635.62	33052	
093	Schenectady	06	Wholesale Trade	1991	2365	68987037	560.92	29168	
093	Schenectady	06	Wholesale Trade	1992	2385	73719103	594.31	30904	
093	Schenectady	06	Wholesale Trade	1993	2167	68461875	607.70	31600	
093	Schenectady	06	Wholesale Trade	1994	2357	72023214	587.66	30558	
093	Schenectady	06	Wholesale Trade	1995	2426	84428191	669.21	34799	
093	Schenectady	06	Wholesale Trade	1996	2470	95029435	739.75	38467	
093	Schenectady	06	Wholesale Trade	1997	2554	96399249	725.83	37743	
093	Schenectady	06	Wholesale Trade	1998	2538	111017003	841.19	43742	
093	Schenectady	06	Wholesale Trade	1999	2647	103012787	748.47	38920	
093	Schenectady	06	Wholesale Trade	2000	2596	105711667	783.20	40726	
093	Schenectady	07	Retail Trade	1975	8835	52359026	113.97	5926	
093	Schenectady	07	Retail Trade	1976	9266	56438619	117.13	6091	
093	Schenectady	07	Retail Trade	1977	9321	58815612	121.34	6310	
093	Schenectady	07	Retail Trade	1978	9316	63158700	130.38	6780	
093	Schenectady	07	Retail Trade	1979	9492	68346575	138.47	7200	
093	Schenectady	07	Retail Trade	1980	9673	76034503	151.16	7860	
093	Schenectady	07	Retail Trade	1981	9614	81102563	162.23	8436	
093	Schenectady	07	Retail Trade	1982	9645	85667438	170.81	8882	
093	Schenectady	07	Retail Trade	1983	10109	94005199	178.82	9299	
093	Schenectady	07	Retail Trade	1984	10661	103498183	186.70	9708	
093	Schenectady	07	Retail Trade	1985	10676	111415364	200.69	10436	
093	Schenectady	07	Retail Trade	1986	10981	119466493	209.23	10880	
093	Schenectady	07	Retail Trade	1987	10728	128190455	229.80	11950	
093	Schenectady	07	Retail Trade	1988	11009	139261929	243.26	12649	
093	Schenectady	07	Retail Trade	1989	11690	147645375	242.89	12630	
093	Schenectady	07	Retail Trade	1990	11589	155187061	257.52	13391	
093	Schenectady	07	Retail Trade	1991	10947	150018267	263.53	13704	
093	Schenectady	07	Retail Trade	1992	10543	155260709	283.21	14727	
093	Schenectady	07	Retail Trade	1993	10502	156808606	287.14	14931	
093	Schenectady	07	Retail Trade	1994	10587	171180580	310.93	16168	
093	Schenectady	07	Retail Trade	1995	10527	170216131	310.97	16170	
093	Schenectady	07	Retail Trade	1996	11105	174702186	302.54	15732	
093	Schenectady	07	Retail Trade	1997	11419	189406980	318.97	16586	
093	Schenectady	07	Retail Trade	1998	11164	198131749	341.29	17747	
093	Schenectady	07	Retail Trade	1999	11225	208183623	356.67	18547	
093	Schenectady	07	Retail Trade	2000	11056	216071066	375.84	19544	
093	Schenectady	08	Finance,  Insurance & Real Estate	1975	1877	16807345	172.21	8955	
093	Schenectady	08	Finance,  Insurance & Real Estate	1976	1916	17703567	177.73	9242	
093	Schenectady	08	Finance,  Insurance & Real Estate	1977	1975	18966228	184.68	9603	
093	Schenectady	08	Finance,  Insurance & Real Estate	1978	2174	21917556	193.91	10083	
093	Schenectady	08	Finance,  Insurance & Real Estate	1979	2207	24425927	212.88	11070	
093	Schenectady	08	Finance,  Insurance & Real Estate	1980	2207	26325764	229.37	11927	
093	Schenectady	08	Finance,  Insurance & Real Estate	1981	2272	29216540	247.34	12862	
093	Schenectady	08	Finance,  Insurance & Real Estate	1982	2297	31005590	259.54	13496	
093	Schenectady	08	Finance,  Insurance & Real Estate	1983	2328	33793034	279.12	14514	
093	Schenectady	08	Finance,  Insurance & Real Estate	1984	2359	34839788	284.04	14770	
093	Schenectady	08	Finance,  Insurance & Real Estate	1985	2492	40016112	308.84	16059	
093	Schenectady	08	Finance,  Insurance & Real Estate	1986	2592	44748616	331.98	17263	
093	Schenectady	08	Finance,  Insurance & Real Estate	1987	2585	49369423	367.29	19099	
093	Schenectady	08	Finance,  Insurance & Real Estate	1988	2669	57418410	413.73	21514	
093	Schenectady	08	Finance,  Insurance & Real Estate	1989	2825	68557163	466.71	24269	
093	Schenectady	08	Finance,  Insurance & Real Estate	1990	3098	74296058	461.23	23984	
093	Schenectady	08	Finance,  Insurance & Real Estate	1991	3059	80927236	508.79	26457	
093	Schenectady	08	Finance,  Insurance & Real Estate	1992	3207	92044076	551.94	28701	
093	Schenectady	08	Finance,  Insurance & Real Estate	1993	3109	89808491	555.53	28887	
093	Schenectady	08	Finance,  Insurance & Real Estate	1994	2953	85647080	557.71	29001	
093	Schenectady	08	Finance,  Insurance & Real Estate	1995	2812	85862836	587.18	30534	
093	Schenectady	08	Finance,  Insurance & Real Estate	1996	2702	88492668	629.86	32753	
093	Schenectady	08	Finance,  Insurance & Real Estate	1997	2472	83729781	651.26	33866	
093	Schenectady	08	Finance,  Insurance & Real Estate	1998	2381	88859146	717.84	37328	
093	Schenectady	08	Finance,  Insurance & Real Estate	1999	2135	79264124	713.93	37125	
093	Schenectady	08	Finance,  Insurance & Real Estate	2000	2392	91756524	737.76	38364	
093	Schenectady	09	Services	1975	13152	135985049	198.84	10340	
093	Schenectady	09	Services	1976	13793	152655045	212.83	11067	
093	Schenectady	09	Services	1977	14279	166031110	223.61	11628	
093	Schenectady	09	Services	1978	18000	212724282	227.27	11818	
093	Schenectady	09	Services	1979	19137	241955641	243.14	12643	
093	Schenectady	09	Services	1980	20093	271659899	260.00	13520	
093	Schenectady	09	Services	1981	20078	302802494	290.03	15081	
093	Schenectady	09	Services	1982	20048	326668213	313.36	16295	
093	Schenectady	09	Services	1983	20522	354928822	332.60	17295	
093	Schenectady	09	Services	1984	21569	395597679	352.72	18341	
093	Schenectady	09	Services	1985	22465	430172346	368.24	19149	
093	Schenectady	09	Services	1986	22840	455454676	383.48	19941	
093	Schenectady	09	Services	1987	23367	489402523	402.78	20944	
093	Schenectady	09	Services	1988	24058	536895829	429.17	22317	
093	Schenectady	09	Services	1989	24336	575353848	454.65	23642	
093	Schenectady	09	Services	1990	25971	633938806	469.41	24410	
093	Schenectady	09	Services	1991	25484	644823354	486.60	25303	
093	Schenectady	09	Services	1992	25582	680538824	511.57	26602	
093	Schenectady	09	Services	1993	25889	710388083	527.68	27440	
093	Schenectady	09	Services	1994	25914	727265571	539.70	28064	
093	Schenectady	09	Services	1995	26630	767156542	553.99	28808	
093	Schenectady	09	Services	1996	25808	757505068	564.46	29352	
093	Schenectady	09	Services	1997	26231	797603985	584.74	30407	
093	Schenectady	09	Services	1998	26960	854163660	609.28	31683	
093	Schenectady	09	Services	1999	26844	855780925	613.07	31880	
093	Schenectady	09	Services	2000	26553	869371926	629.63	32741	
093	Schenectady	10	Public Administration	1975	519	7110656	263.60	13707	
093	Schenectady	10	Public Administration	1976	531	7701958	278.94	14505	
093	Schenectady	10	Public Administration	1977	522	7927579	292.29	15199	
093	Schenectady	10	Public Administration	1978	3492	33814395	186.20	9682	
093	Schenectady	10	Public Administration	1979	3374	38992072	222.22	11555	
093	Schenectady	10	Public Administration	1980	2709	36210127	257.05	13367	
093	Schenectady	10	Public Administration	1981	2546	37468851	283.07	14720	
093	Schenectady	10	Public Administration	1982	2766	42717083	296.99	15444	
093	Schenectady	10	Public Administration	1983	2664	44850550	323.77	16836	
093	Schenectady	10	Public Administration	1984	2633	47927706	350.10	18205	
093	Schenectady	10	Public Administration	1985	2629	50857509	372.06	19347	
093	Schenectady	10	Public Administration	1986	2612	52310197	385.19	20030	
093	Schenectady	10	Public Administration	1987	2669	55250745	398.09	20701	
093	Schenectady	10	Public Administration	1988	2809	59859858	409.88	21314	
093	Schenectady	10	Public Administration	1989	2791	62525976	430.82	22403	
093	Schenectady	10	Public Administration	1990	2831	67680364	459.73	23906	
093	Schenectady	10	Public Administration	1991	2884	71981982	479.95	24958	
093	Schenectady	10	Public Administration	1992	3023	77624750	493.85	25680	
093	Schenectady	10	Public Administration	1993	3031	81244705	515.42	26802	
093	Schenectady	10	Public Administration	1994	2999	86394355	554.04	28810	
093	Schenectady	10	Public Administration	1995	3185	91707631	553.65	28790	
093	Schenectady	10	Public Administration	1996	3112	96642821	597.21	31055	
093	Schenectady	10	Public Administration	1997	3231	101829373	606.16	31520	
093	Schenectady	10	Public Administration	1998	3447	113429473	632.81	32906	
093	Schenectady	10	Public Administration	1999	3480	117068642	646.90	33639	
093	Schenectady	10	Public Administration	2000	3523	123765742	675.67	35135	
095	Schoharie	00	All Industries	1975	4115	31987773	149.50	7774	
095	Schoharie	00	All Industries	1976	4243	33034860	149.71	7785	
095	Schoharie	00	All Industries	1977	4310	36184191	161.44	8395	
095	Schoharie	00	All Industries	1978	5850	59534147	195.72	10177	
095	Schoharie	00	All Industries	1979	5767	60680403	202.35	10522	
095	Schoharie	00	All Industries	1980	5550	58694012	203.37	10575	
095	Schoharie	00	All Industries	1981	5441	61224232	216.38	11252	
095	Schoharie	00	All Industries	1982	5499	66023359	230.89	12006	
095	Schoharie	00	All Industries	1983	5662	72065002	244.77	12728	
095	Schoharie	00	All Industries	1984	5836	78107308	257.38	13384	
095	Schoharie	00	All Industries	1985	5995	83261805	267.08	13888	
095	Schoharie	00	All Industries	1986	6266	91862490	281.95	14661	
095	Schoharie	00	All Industries	1987	6618	103129828	299.67	15583	
095	Schoharie	00	All Industries	1988	7023	114179433	312.65	16258	
095	Schoharie	00	All Industries	1989	7165	124276957	333.56	17345	
095	Schoharie	00	All Industries	1990	7386	138561841	360.77	18760	
095	Schoharie	00	All Industries	1991	7317	143012148	375.86	19545	
095	Schoharie	00	All Industries	1992	6898	142832061	398.20	20707	
095	Schoharie	00	All Industries	1993	7210	153745913	410.06	21323	
095	Schoharie	00	All Industries	1994	7362	159124918	415.67	21615	
095	Schoharie	00	All Industries	1995	7746	171483629	425.74	22138	
095	Schoharie	00	All Industries	1996	8032	176216625	421.93	21940	
095	Schoharie	00	All Industries	1997	8259	191786122	446.57	23221	
095	Schoharie	00	All Industries	1998	8547	209760043	471.97	24543	
095	Schoharie	00	All Industries	1999	8719	222476888	490.68	25515	
095	Schoharie	00	All Industries	2000	8938	236571842	508.98	26467	
095	Schoharie	01	Agriculture, Mining & Unclassified	1975	32	303786	184.49	9593	
095	Schoharie	01	Agriculture, Mining & Unclassified	1976	33	241393	140.67	7315	
095	Schoharie	01	Agriculture, Mining & Unclassified	1977	50	443003	170.67	8875	
095	Schoharie	01	Agriculture, Mining & Unclassified	1978	111	838828	145.87	7585	
095	Schoharie	01	Agriculture, Mining & Unclassified	1979	158	1475352	180.14	9367	
095	Schoharie	01	Agriculture, Mining & Unclassified	1980	149	1512098	195.16	10148	
095	Schoharie	01	Agriculture, Mining & Unclassified	1981	108	986657	175.96	9150	
095	Schoharie	01	Agriculture, Mining & Unclassified	1982	139	1387581	191.63	9965	
095	Schoharie	01	Agriculture, Mining & Unclassified	1983	142	1323874	178.97	9307	
095	Schoharie	01	Agriculture, Mining & Unclassified	1984	123	1291345	202.59	10534	
095	Schoharie	01	Agriculture, Mining & Unclassified	1985	133	1266619	182.91	9512	
095	Schoharie	01	Agriculture, Mining & Unclassified	1986	138	1495795	209.08	10872	
095	Schoharie	01	Agriculture, Mining & Unclassified	1987	163	1947933	230.17	11969	
095	Schoharie	01	Agriculture, Mining & Unclassified	1988	170	2145898	243.46	12660	
095	Schoharie	01	Agriculture, Mining & Unclassified	1989	168	2367736	270.50	14066	
095	Schoharie	01	Agriculture, Mining & Unclassified	1990	178	2376497	257.23	13376	
095	Schoharie	01	Agriculture, Mining & Unclassified	1991	153	2181975	274.85	14292	
095	Schoharie	01	Agriculture, Mining & Unclassified	1992	146	2357342	310.68	16155	
095	Schoharie	01	Agriculture, Mining & Unclassified	1993	186	3019488	311.77	16212	
095	Schoharie	01	Agriculture, Mining & Unclassified	1994	143	2859790	383.69	19952	
095	Schoharie	01	Agriculture, Mining & Unclassified	1995	173	3305832	367.48	19109	
095	Schoharie	01	Agriculture, Mining & Unclassified	1996	185	3554585	369.00	19188	
095	Schoharie	01	Agriculture, Mining & Unclassified	1997	200	3768848	363.30	18891	
095	Schoharie	01	Agriculture, Mining & Unclassified	1998	198	4097614	397.31	20660	
095	Schoharie	01	Agriculture, Mining & Unclassified	1999	202	4353574	414.98	21579	
095	Schoharie	01	Agriculture, Mining & Unclassified	2000	212	4998675	453.61	23588	
095	Schoharie	03	Construction	1975	180	1752290	186.78	9712	
095	Schoharie	03	Construction	1976	175	1704618	187.23	9736	
